mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-32,2_squeezenet1_0-8
mps-uncap,0.8,26.724119186401367,8.739614486694338,6.374692916870117
mps-uncap,0.9,26.964645385742188,9.498224258422852,5.341424942016601
mps-uncap,1.0,27.065122127532955,8.84556770324707,6.690971851348878
mps-uncap,0.5,25.533080101013187,10.827169418334957,5.502891540527345
mps-uncap,0.6,25.733413696289062,10.40755748748779,5.560040473937988
mps-uncap,0.7,26.704249382019043,9.456281661987306,6.2474250793457
mps-uncap,0.1,33.96157264709473,12.098350524902342,5.698986053466798
mps-uncap,0.2,32.94239282608032,10.762710571289062,5.215797424316401
mps-uncap,0.3,31.305253505706787,10.750222206115717,6.286206245422365
mps-uncap,0.4,24.205482006072998,9.812040328979494,5.911779403686525
