mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-32,2_squeezenet1_0-8
mps-uncap,0.8,47.13726043701172,11.873245239257812,7.623195648193359
mps-uncap,0.9,233.48307609558105,1183.3523511886597,11.926889419555664
mps-uncap,1.0,4958.978772163391,1761.5511417388916,3252.4622678756714
mps-uncap,0.5,21.669507026672363,6.969451904296875,3.372669219970703
mps-uncap,0.6,24.106502532958984,7.585763931274414,3.667116165161133
mps-uncap,0.7,31.038761138916016,8.338451385498047,4.950761795043945
mps-uncap,0.1,30.498504638671875,10.15162467956543,4.194736480712891
mps-uncap,0.2,20.557165145874023,9.74893569946289,4.078388214111328
mps-uncap,0.3,20.201683044433594,8.36801528930664,3.973245620727539
mps-uncap,0.4,20.522475242614746,7.38835334777832,3.830432891845703
