mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-32,2_squeezenet1_0-8
mps-uncap,0.8,22.244691848754883,5.654335021972656,3.530263900756836
mps-uncap,0.9,24.886608123779297,6.899118423461914,3.6568641662597656
mps-uncap,1.0,25.519728660583496,6.105184555053711,3.986954689025879
mps-uncap,0.5,19.070029258728027,5.229473114013672,2.9549598693847656
mps-uncap,0.6,19.583940505981445,5.0830841064453125,2.857208251953125
mps-uncap,0.7,20.563721656799316,5.27644157409668,3.1881332397460938
mps-uncap,0.1,28.923749923706055,9.939789772033691,4.116535186767578
mps-uncap,0.2,19.83022689819336,9.377002716064453,4.007816314697266
mps-uncap,0.3,19.20151710510254,7.344484329223633,3.8115978240966797
mps-uncap,0.4,19.057393074035645,5.686283111572266,3.3864974975585938
