mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-32,2_squeezenet1_0-8
mps-uncap,0.8,127.19445228576662,33.77532958984375,24.308204650878906
mps-uncap,0.9,579.4070720672609,1969.737148284912,45.88289260864259
mps-uncap,1.0,7688.68613243103,3179.7641038894653,5973.162007331848
mps-uncap,0.5,42.957544326782234,13.925790786743164,6.86955451965332
mps-uncap,0.6,52.752685546875014,16.540861129760742,7.687091827392578
mps-uncap,0.7,74.73297119140628,19.915914535522464,13.408470153808594
mps-uncap,0.1,32.602882385253906,12.828612327575685,5.292224884033205
mps-uncap,0.2,32.79726505279541,15.562438964843748,6.348800659179688
mps-uncap,0.3,33.94937515258789,14.736747741699219,7.188344001770021
mps-uncap,0.4,37.167048454284675,13.267803192138675,7.076740264892578
