mode,load,0_densenet161-32,1_mobilenet_v3_large-4,2_vgg11-8
mps-uncap,0.8,220.59862136840806,36.39982938766479,37.25001335144038
mps-uncap,0.9,504.3616008758539,63.877964019775426,62.356328964233334
mps-uncap,1.0,1116.5004444122314,160.75659275054937,545.5440950393677
mps-uncap,0.5,57.40630626678465,16.335635185241703,12.591981887817377
mps-uncap,0.6,131.1194229125974,21.4685678482056,17.16892719268797
mps-uncap,0.7,155.52500724792486,24.999749660491926,21.28518342971802
mps-uncap,0.1,13.48113298416139,6.071093082427979,2.751672267913818
mps-uncap,0.2,28.41841220855714,6.83903694152832,3.644723892211916
mps-uncap,0.3,36.91382408142099,8.902301788330044,6.3945698738098145
mps-uncap,0.4,52.309625148773215,11.65857315063478,8.852975368499749
