mode,load,0_densenet161-32,1_mobilenet_v3_large-4,2_vgg11-8
mps-uncap,0.8,0.014781951904296875,0.011205673217773438,0.009298324584960938
mps-uncap,0.9,0.015497207641601562,0.009298324584960938,0.008821487426757812
mps-uncap,1.0,0.019073486328125,0.010728836059570312,0.010013580322265625
mps-uncap,0.5,0.017404556274414062,0.0095367431640625,0.009775161743164062
mps-uncap,0.6,0.01621246337890625,0.00858306884765625,0.008344650268554688
mps-uncap,0.7,0.015020370483398438,0.01049041748046875,0.008344650268554688
mps-uncap,0.1,0.018358230590820312,0.012874603271484375,0.012159347534179688
mps-uncap,0.2,0.015974044799804688,0.011682510375976562,0.010728836059570312
mps-uncap,0.3,0.015735626220703125,0.011444091796875,0.009059906005859375
mps-uncap,0.4,0.016689300537109375,0.011205673217773438,0.0095367431640625
