mode,load,0_densenet161-32,1_mobilenet_v3_large-4,2_vgg11-8
mps-uncap,0.8,280.02451896667463,45.39829730987548,42.28605270385732
mps-uncap,0.9,564.5740604400631,72.68004417419436,67.87502765655512
mps-uncap,1.0,1183.5305786132812,172.30526685714722,550.9470891952514
mps-uncap,0.5,105.8723425865173,24.230887889862107,17.565536499023434
mps-uncap,0.6,171.46780014038083,30.3913712501526,21.927893161773657
mps-uncap,0.7,200.86490869522112,33.94101142883293,26.382856369018555
mps-uncap,0.1,43.590250015258796,12.734763622283936,7.215714454650844
mps-uncap,0.2,62.42594003677369,13.895750045776367,8.344764709472658
mps-uncap,0.3,72.5871753692628,16.716938018798828,11.442062854766842
mps-uncap,0.4,94.56984281539935,19.112014770507827,14.212274551391596
