mode,load,0_densenet161-32,1_mobilenet_v3_large-4,2_vgg11-8
mps-uncap,0.8,33.3249568939209,2.750396728515625,3.175497055053711
mps-uncap,0.9,30.41839599609375,2.7031898498535156,3.1707286834716797
mps-uncap,1.0,41.18037223815918,2.81524658203125,3.1890869140625
mps-uncap,0.5,30.359506607055664,2.8297901153564453,3.194093704223633
mps-uncap,0.6,30.32398223876953,2.8107166290283203,3.1921863555908203
mps-uncap,0.7,30.321359634399414,2.7532577514648438,3.165006637573242
mps-uncap,0.1,30.18498420715332,2.796649932861328,3.178119659423828
mps-uncap,0.2,30.082225799560547,2.792835235595703,3.1676292419433594
mps-uncap,0.3,30.04741668701172,2.8426647186279297,3.18145751953125
mps-uncap,0.4,30.214786529541016,2.8009414672851562,3.1812191009521484
