mode,load,0_densenet161-32,1_mobilenet_v3_large-4,2_vgg11-8
mps-uncap,0.8,360.6170437222515,246.8738624623481,1147.6271248628389
mps-uncap,0.9,401.2131309622032,287.8347699719837,1287.4989102568773
mps-uncap,1.0,455.99983384243177,312.0403141256427,1472.766543716412
mps-uncap,0.5,228.78038250735023,158.08866950994494,720.840496252355
mps-uncap,0.6,272.95576420159404,189.08665109389335,873.0083431091268
mps-uncap,0.7,326.3179842684029,220.567825051327,1015.7819500946564
mps-uncap,0.1,41.54372321615076,30.567778952403355,136.21339428076612
mps-uncap,0.2,90.5370100557751,63.4863460589041,292.1137863641536
mps-uncap,0.3,136.00430900560391,95.40337054799946,439.68245195213126
mps-uncap,0.4,183.9460627415727,124.59890229817702,590.9485933218359
