mode,load,0_densenet161-32,1_mobilenet_v3_large-4,2_vgg11-8
mps-uncap,0.8,68.34959983825684,18.880605697631836,10.736227035522461
mps-uncap,0.9,68.8772201538086,19.61541175842285,10.720014572143555
mps-uncap,1.0,69.77152824401855,19.596576690673828,10.872602462768555
mps-uncap,0.5,64.02707099914551,19.059181213378906,10.197639465332031
mps-uncap,0.6,65.54627418518066,18.35155487060547,10.291814804077148
mps-uncap,0.7,66.0707950592041,18.85533332824707,10.302305221557617
mps-uncap,0.1,38.06471824645996,13.34238052368164,8.404970169067383
mps-uncap,0.2,43.248891830444336,14.54615592956543,9.114265441894531
mps-uncap,0.3,51.01609230041504,17.39954948425293,9.91201400756836
mps-uncap,0.4,60.874223709106445,18.730640411376953,10.246038436889648
