mode,load,0_densenet161-32,1_mobilenet_v3_large-4,2_vgg11-8
mps-uncap,0.8,50.87995529174805,6.682157516479492,4.342198371887207
mps-uncap,0.9,58.51888656616211,8.306503295898438,4.600286483764648
mps-uncap,1.0,66.13612174987793,10.154962539672852,5.071163177490234
mps-uncap,0.5,40.45689105987549,6.893277168273926,3.3545494079589844
mps-uncap,0.6,44.12579536437988,6.885647773742676,3.3894777297973633
mps-uncap,0.7,46.36049270629883,6.720066070556641,3.5190582275390625
mps-uncap,0.1,30.37559986114502,7.14111328125,3.2656192779541016
mps-uncap,0.2,32.836198806762695,7.122516632080078,3.2486915588378906
mps-uncap,0.3,34.969329833984375,6.988048553466797,3.2579898834228516
mps-uncap,0.4,37.55176067352295,6.963491439819336,3.270387649536133
