mode,load,0_densenet161-32,1_mobilenet_v3_large-4,2_vgg11-8
mps-uncap,0.8,64.61367607116699,11.627388000488285,5.904603004455566
mps-uncap,0.9,66.18976593017578,12.840032577514648,6.394624710083008
mps-uncap,1.0,67.48795509338379,15.601348876953129,7.104349136352542
mps-uncap,0.5,50.9953498840332,9.779667854309087,5.324840545654297
mps-uncap,0.6,56.232452392578125,10.50102710723877,5.549907684326172
mps-uncap,0.7,60.310220718383796,11.06412410736084,5.68864345550537
mps-uncap,0.1,34.54868793487549,7.6903581619262695,3.3969640731811523
mps-uncap,0.2,37.9563570022583,7.767438888549805,3.5069465637207027
mps-uncap,0.3,41.431427001953125,7.78493881225586,4.709506034851074
mps-uncap,0.4,44.386124610900886,8.214664459228516,5.01093864440918
