mode,load,0_resnet34-16,1_mobilenet_v3_small-2,2_resnet18-8
mps-uncap,1.0,18.451452255249023,14.699459075927734,14.549970626831055
mig,1.0,22.16362953186035,14.423847198486328,19.389867782592773
