mode,load,0_resnet34-16,1_mobilenet_v3_small-2,2_resnet18-8
mps-uncap,1.0,6.36457920074463,4.912669658660889,3.826990127563476
mig,1.0,9.682536125183105,4.3181657791137695,5.473761558532715
