mode,load,0_resnet34-16,1_mobilenet_v3_small-2,2_resnet18-8
mps-uncap,1.0,6.36458158493042,4.91290807723999,3.8270425796508785
mig,1.0,9.68259572982788,4.318246841430664,5.473999977111816
