mode,load,0_densenet161-16,1_efficientnet_b5-2,2_vgg19-4
mps-uncap,0.8,190.01269340515137,112.54262924194336,50.99654197692871
mps-uncap,0.9,388.4894847869873,210.95561981201172,97.4576473236084
mps-uncap,1.0,2290.5240058898926,635.1187229156494,192.93975830078125
mps-uncap,0.5,70.90091705322266,60.09030342102051,16.937732696533203
mps-uncap,0.6,79.15782928466797,51.4836311340332,35.51626205444336
mps-uncap,0.7,170.21799087524414,90.30795097351074,40.25530815124512
mps-uncap,0.1,21.096229553222656,19.864320755004883,7.208108901977539
mps-uncap,0.2,67.73090362548828,37.186622619628906,7.095098495483398
mps-uncap,0.3,48.24256896972656,42.67740249633789,13.435602188110352
mps-uncap,0.4,66.5738582611084,44.59547996520996,17.44842529296875
