mode,load,0_densenet161-16,1_efficientnet_b5-2,2_vgg19-4
mps-uncap,0.8,364.14630081577104,64.65456999960054,482.0633598092293
mps-uncap,0.9,412.81349026896856,72.68438726251173,562.3751088132535
mps-uncap,1.0,455.0772672695666,79.25757278100934,623.5690732175269
mps-uncap,0.5,232.04721414693876,38.62893728467916,307.8766431584062
mps-uncap,0.6,286.6912896126936,45.927338974318786,373.01105570675134
mps-uncap,0.7,332.7496181249845,53.92309520363937,433.6516217390295
mps-uncap,0.1,47.60430860031708,8.541185792650396,63.93873696542058
mps-uncap,0.2,88.71556875887325,14.863342639475485,121.6570049630146
mps-uncap,0.3,136.28340524580545,23.118481029715895,187.5397397067184
mps-uncap,0.4,188.0013387150164,30.75653303383831,243.90053643130284
