mode,load,0_efficientnet_b5-32,1_efficientnet_b5-32
mig,0.1,20.767402648925795,0.06403923034667969
mig,0.2,41.23654365539552,39.42537307739258
mig,0.3,51.18479728698731,58.79855155944824
mig,0.4,54.17182445526125,107.27581977844237
mig,0.5,102.54006385803228,119.64225769042969
mig,0.6,159.3339443206787,177.59995460510254
mig,0.7,335.0929021835327,193.7107801437378
mig,0.8,1804.4814586639404,568.9892768859863
mig,0.9,1189.3559932708743,2491.6183471679688
mig,1.0,4451.152610778809,8988.7038230896
