mode,load,0_efficientnet_b5-32,1_efficientnet_b5-32
mig,0.1,54.326925277709925,51.76501035690309
mig,0.2,107.2337627410886,62.915086746215835
mig,0.3,111.74359798431384,139.28401470184303
mig,0.4,127.26736783981322,190.16726255416867
mig,0.5,246.90261840820267,215.4132628440856
mig,0.6,280.91814517974797,362.5198936462393
mig,0.7,491.61851406097406,310.16974210739136
mig,0.8,2019.3746185302737,1050.3582358360284
mig,0.9,1440.4732251167295,2737.339160442352
mig,1.0,5521.666378974914,10136.815633773804
