mode,load,0_efficientnet_b5-32,1_efficientnet_b5-32
mig,0.1,77.62503623962402,80.77788352966309
mig,0.2,95.33991813659671,100.16632080078125
mig,0.3,105.37233352661134,121.77300453186035
mig,0.4,108.51640701293948,170.38986682891843
mig,0.5,156.7285060882569,182.78949260711673
mig,0.6,213.3471965789795,241.57781600952143
mig,0.7,389.79434967041016,257.94110298156744
mig,0.8,1859.7995281219485,632.1824789047241
mig,0.9,1244.802212715149,2555.8403968811035
mig,1.0,4505.790948867798,9053.702020645142
