mode,load,0_efficientnet_b5-32,1_efficientnet_b5-32
mig,0.1,83.62054824829102,55.99379539489746
mig,0.2,146.81077003479004,110.89682579040527
mig,0.3,179.78358268737793,182.7554702758789
mig,0.4,150.7103443145752,242.32888221740723
mig,0.5,275.01869201660156,269.05226707458496
mig,0.6,364.8245334625244,436.40732765197754
mig,0.7,598.9794731140137,372.12157249450684
mig,0.8,2094.186782836914,1172.8835105895996
mig,0.9,1491.4097785949707,2822.784900665283
mig,1.0,5598.171234130859,10337.27216720581
