mode,load,0_efficientnet_b5-32,1_efficientnet_b5-32
mig,0.1,138.22317123413086,122.99060821533203
mig,0.2,200.90293884277344,173.85101318359375
mig,0.3,233.72793197631836,245.71728706359863
mig,0.4,204.66923713684082,305.53269386291504
mig,0.5,329.456090927124,331.8653106689453
mig,0.6,418.89142990112305,500.18310546875
mig,0.7,653.170108795166,434.21077728271484
mig,0.8,2149.479389190674,1235.3003025054932
mig,0.9,1546.5054512023926,2887.423276901245
mig,1.0,5653.970003128052,10400.43330192566
