mode,load,0_squeezenet1_0-4,1_vgg16-32,2_vgg16-4
mps-uncap,0.8,18.746399879455566,22.046780586242676,21.140766143798828
mps-uncap,0.9,20.325493812561035,22.520756721496582,21.65360450744629
mps-uncap,1.0,21.28472328186035,22.360563278198242,22.13277816772461
mps-uncap,0.5,14.437079429626465,20.430612564086914,17.542004585266113
mps-uncap,0.6,16.04163646697998,20.94893455505371,19.3789005279541
mps-uncap,0.7,17.19014644622803,21.35465145111084,20.731496810913086
mps-uncap,0.1,3.2022476196289062,18.19455623626709,3.237771987915039
mps-uncap,0.2,6.894922256469727,19.09861564636231,10.67848205566407
mps-uncap,0.3,9.429478645324716,19.35439109802246,12.391376495361328
mps-uncap,0.4,12.667655944824219,19.828224182128906,16.36247634887696
