mode,load,0_squeezenet1_0-4,1_vgg16-32,2_vgg16-4
mps-uncap,0.8,220.0235649036045,1132.5115878961583,163.33776141768743
mps-uncap,0.9,252.77396890846495,1328.6324841223768,186.4659802649733
mps-uncap,1.0,269.00390020307054,1452.4437685558955,194.4095520858934
mps-uncap,0.5,136.87732556468683,722.4476398946875,100.76803847161399
mps-uncap,0.6,167.5409250030691,846.5477210082074,124.07832525895103
mps-uncap,0.7,193.64580907497015,975.4136740367867,145.7970269198579
mps-uncap,0.1,27.9812501789898,142.03553060734183,21.15462224449513
mps-uncap,0.2,58.18832932706759,291.84443255148574,39.59378356235395
mps-uncap,0.3,87.04206767490794,432.43704933236563,61.39980116020788
mps-uncap,0.4,114.5643841943939,564.1200896349786,82.44253339865699
