mode,load,0_inception_v3-4,1_resnet34-2,2_squeezenet1_0-8
mps-uncap,0.8,238.8913631439209,76.40266418457031,85.97946166992188
mps-uncap,0.9,2154.050588607788,126.89375877380371,1823.425531387329
mps-uncap,1.0,4966.507196426392,608.0467700958252,8172.731876373291
mps-uncap,0.5,51.671743392944336,21.54850959777832,19.910812377929688
mps-uncap,0.6,79.65445518493652,35.416364669799805,40.616750717163086
mps-uncap,0.7,114.76516723632812,66.55359268188477,32.25445747375488
mps-uncap,0.1,32.10854530334473,16.320466995239258,10.426044464111328
mps-uncap,0.2,38.784027099609375,20.22552490234375,14.897823333740234
mps-uncap,0.3,42.084455490112305,21.164417266845703,15.902042388916016
mps-uncap,0.4,37.59765625,19.022226333618164,18.368244171142578
