mode,load,0_inception_v3-4,1_resnet34-2,2_squeezenet1_0-8
mps-uncap,0.8,10.78186988830566,4.102425575256348,3.8096714019775386
mps-uncap,0.9,10.535717010498047,4.034430980682372,3.108136653900148
mps-uncap,1.0,9.936113357543944,3.9335632324218754,3.137557506561279
mps-uncap,0.5,11.246628761291504,5.072021484375005,4.402332305908203
mps-uncap,0.6,11.585841178894045,5.682897567749023,4.068722724914551
mps-uncap,0.7,11.608834266662598,5.6384801864624,3.9308834075927734
mps-uncap,0.1,20.78075408935547,8.325278759002686,4.605126380920411
mps-uncap,0.2,20.23640871047974,8.161702156066895,4.372520446777345
mps-uncap,0.3,15.969982147216799,7.674760818481445,4.5018434524536115
mps-uncap,0.4,12.534971237182626,6.155519485473637,4.089355468750011
