mode,load,0_inception_v3-4,1_resnet34-2,2_squeezenet1_0-8
mps-uncap,0.8,9.311199188232422,3.599882125854492,2.6886463165283203
mps-uncap,0.9,10.027408599853516,3.6573410034179688,2.7115345001220703
mps-uncap,1.0,9.389638900756836,3.585338592529297,2.7849674224853516
mps-uncap,0.5,9.128093719482422,3.6423206329345703,2.487659454345703
mps-uncap,0.6,9.150505065917969,3.7102699279785156,2.4132728576660156
mps-uncap,0.7,9.344816207885742,3.750920295715332,2.4340152740478516
mps-uncap,0.1,15.996456146240234,7.3157548904418945,3.907918930053711
mps-uncap,0.2,12.050509452819824,6.202459335327148,3.6160945892333984
mps-uncap,0.3,9.795188903808594,4.509449005126953,3.0825138092041016
mps-uncap,0.4,9.17506217956543,3.7984848022460938,2.6237964630126953
