mode,load,0_inception_v3-4,1_resnet34-2,2_squeezenet1_0-8
mps-uncap,0.8,9.723138809204102,3.843545913696289,2.971553802490235
mps-uncap,0.9,10.293292999267578,3.8411617279052734,2.92205810546875
mps-uncap,1.0,9.650421142578125,3.7767887115478516,2.9764175415039062
mps-uncap,0.5,10.130119323730469,4.149198532104492,3.350973129272461
mps-uncap,0.6,10.278582572937012,4.43267822265625,3.1516551971435547
mps-uncap,0.7,10.312604904174805,4.36246395111084,3.0963897705078125
mps-uncap,0.1,20.030736923217773,7.925271987915039,4.191875457763672
mps-uncap,0.2,16.366004943847656,7.696819305419923,4.025506973266602
mps-uncap,0.3,13.411664962768556,6.518363952636719,3.8797855377197266
mps-uncap,0.4,10.62321662902832,5.041360855102539,3.225088119506836
