mode,load,0_inception_v3-4,1_resnet34-2,2_squeezenet1_0-8
mps-uncap,0.8,171.08680725097645,41.39803409576415,65.2241516113281
mps-uncap,0.9,2101.881799697876,107.23129034042358,1789.0214276313784
mps-uncap,1.0,4880.078182220459,584.2471122741699,8109.145193099975
mps-uncap,0.5,30.26142120361317,13.070011138916048,10.502748489379869
mps-uncap,0.6,44.83523845672608,20.58382034301756,15.417439937591537
mps-uncap,0.7,91.10134601593025,38.14655542373642,20.857372283935547
mps-uncap,0.1,20.233345031738274,10.389387607574456,4.178738594055176
mps-uncap,0.2,23.400366306304985,12.125973701477053,7.233014106750495
mps-uncap,0.3,21.34314537048341,13.60586643218993,7.8833103179931605
mps-uncap,0.4,24.001922607421875,11.924915313720705,8.289122581481935
