mode,load,0_inception_v3-4,1_resnet34-2,2_squeezenet1_0-8
mps-uncap,0.8,248.3804225921631,80.32107353210449,88.83810043334961
mps-uncap,0.9,2164.297342300415,130.59544563293457,1826.0321617126465
mps-uncap,1.0,4975.533485412598,611.769437789917,8176.23233795166
mps-uncap,0.5,61.457157135009766,25.353431701660156,23.384571075439453
mps-uncap,0.6,88.74726295471191,38.884639739990234,43.045759201049805
mps-uncap,0.7,124.24659729003906,70.11914253234863,34.90948677062988
mps-uncap,0.1,44.884443283081055,23.543834686279297,18.88585090637207
mps-uncap,0.2,48.07639122009277,24.110794067382812,18.88585090637207
mps-uncap,0.3,51.04351043701172,24.865150451660156,19.060611724853516
mps-uncap,0.4,46.09322547912598,23.212432861328125,21.11363410949707
