mode,load,0_inception_v3-4,1_resnet34-2,2_squeezenet1_0-8
mps-uncap,0.8,94.6149349212647,23.265600204467784,36.91148757934575
mps-uncap,0.9,1886.3470077514648,55.882596969604535,1594.910216331482
mps-uncap,1.0,4301.084518432617,495.0237274169922,7289.76790904999
mps-uncap,0.5,24.348545074462898,9.60087776184082,7.615518569946289
mps-uncap,0.6,32.80191421508789,13.650894165039062,9.081792831420898
mps-uncap,0.7,49.87492561340331,19.210100173950195,11.928415298461916
mps-uncap,0.1,25.552988052368164,11.063265800476074,5.437135696411133
mps-uncap,0.2,22.707223892211914,12.065267562866211,6.606292724609376
mps-uncap,0.3,19.61302757263184,10.636711120605472,6.684303283691406
mps-uncap,0.4,20.757341384887695,9.262800216674805,6.220817565917969
