mode,load,0_efficientnet_b5-2,1_mobilenet_v2-32,2_mobilenet_v3_large-8,3_vgg11-32
mps-uncap,1.0,0.010013580322265625,0.000476837158203125,0.004291534423828125,0.000476837158203125
