mode,load,0_efficientnet_b5-2,1_mobilenet_v2-32,2_mobilenet_v3_large-8,3_vgg11-32
mps-uncap,1.0,29.012634679545076,1326.7162676767537,335.47179712073864,2128.4547372083553
