mode,load,0_resnet101-8,1_resnet101-8,2_resnet101-8,3_resnet101-8
mig,0.1,41.71710786785969,42.3591592161513,42.715722207256604,22.741368418505736
mig,0.2,88.25218304721277,90.66370296392334,85.76824990499424,43.930957382374594
mig,0.3,141.28354225395,135.06454265349544,130.81445903377724,67.33122916922294
mig,0.4,185.92193249237744,175.1835764130222,175.392874582905,89.4314186536952
mig,0.5,230.0808284251772,217.86713902050204,227.75852803692396,116.69972402459913
mig,0.6,262.9707792867987,266.9802473019561,270.7707073443965,130.53198353450966
mig,0.7,315.4361767668883,319.360646677888,313.0047240923621,164.3173941066856
mig,0.8,352.22828134203155,346.7662879265928,361.82202236726135,181.9430620392295
mig,0.9,402.86111547803836,401.4484452447893,394.0803297299824,198.3711112423985
mig,1.0,406.2751222140078,403.97192894963445,402.6727407544924,202.8531478227717
