mode,load,0_efficientnet_b6-4,1_mobilenet_v2-32,2_mobilenet_v3_small-32,3_resnet34-32
mps-uncap,1.0,91.50403374980574,2790.031505710583,2903.2590690817765,2252.1206256276387
