mode,load,0_densenet121-2,1_mobilenet_v2-32,2_mobilenet_v3_large-2
mps-uncap,0.8,6.860971450805664,5.521297454833984,2.7289390563964844
mps-uncap,0.9,6.905794143676758,5.501985549926758,2.6552677154541016
mps-uncap,1.0,6.94584846496582,5.529642105102539,2.7313232421875
mps-uncap,0.5,7.009267807006836,5.501508712768555,2.655029296875
mps-uncap,0.6,6.76727294921875,5.514621734619141,2.7265548706054688
mps-uncap,0.7,6.899118423461914,5.503654479980469,2.6836395263671875
mps-uncap,0.1,7.006168365478516,5.5332183837890625,2.7704238891601562
mps-uncap,0.2,6.810665130615234,5.534648895263672,2.7191638946533203
mps-uncap,0.3,7.029294967651367,5.532503128051758,2.7620792388916016
mps-uncap,0.4,6.838560104370117,5.531072616577148,2.716064453125
