mode,load,0_densenet121-2,1_mobilenet_v2-32,2_mobilenet_v3_large-2
mps-uncap,0.8,26.685810089111342,24.83956813812256,13.401556015014648
mps-uncap,0.9,76.56397819519043,46.61726951599122,71.92072868347165
mps-uncap,1.0,495.83749771118164,229.29015159606936,6228.454899787903
mps-uncap,0.5,13.397669792175298,7.7972412109375,7.145571708679199
mps-uncap,0.6,14.067649841308597,11.111521720886234,7.12132453918457
mps-uncap,0.7,23.045253753662113,17.27828979492187,8.173394203186035
mps-uncap,0.1,4.2964696884155265,0.07824897766113288,1.9713163375854512
mps-uncap,0.2,10.23404598236084,3.3964633941650386,5.49769401550293
mps-uncap,0.3,10.456991195678718,4.8123836517334,6.584763526916504
mps-uncap,0.4,11.47770881652832,5.714869499206545,6.968975067138672
