mode,load,0_densenet121-2,1_mobilenet_v2-32,2_mobilenet_v3_large-2
mps-uncap,0.8,56.92147731781007,46.94298505783084,26.908035278320266
mps-uncap,0.9,175.20806312561024,79.05459642410274,134.31554317474374
mps-uncap,1.0,710.2997732162476,311.1812305450439,6849.9544978141785
mps-uncap,0.5,31.456012725830192,19.735050201415987,15.265552997589118
mps-uncap,0.6,27.689514160156246,23.34460973739621,14.936208724975566
mps-uncap,0.7,53.760302066802936,36.32085800170898,17.2773098945618
mps-uncap,0.1,15.485024452209473,5.8901262283325195,7.022135257720947
mps-uncap,0.2,24.06610250473021,7.381834983825682,11.449551582336397
mps-uncap,0.3,23.180408477783217,11.485645771026604,15.761733055114746
mps-uncap,0.4,27.13827371597285,13.495278358459473,15.125441551208414
