mode,load,0_densenet121-2,1_mobilenet_v2-32,2_mobilenet_v3_large-2
mps-uncap,0.8,86.87639236450195,74.29146766662598,41.0761833190918
mps-uncap,0.9,241.65081977844238,119.3392276763916,174.668550491333
mps-uncap,1.0,777.7266502380371,340.2526378631592,6938.425779342651
mps-uncap,0.5,50.49705505371094,38.1317138671875,27.20928192138672
mps-uncap,0.6,36.98420524597168,50.54211616516113,28.81169319152832
mps-uncap,0.7,72.36695289611816,69.25058364868164,36.22698783874512
mps-uncap,0.1,16.1435604095459,11.295318603515625,11.94310188293457
mps-uncap,0.2,39.26491737365723,12.352228164672852,16.811847686767578
mps-uncap,0.3,34.703731536865234,19.86074447631836,23.3457088470459
mps-uncap,0.4,39.29281234741211,26.095867156982422,22.76897430419922
