mode,load,0_densenet121-2,1_mobilenet_v2-32,2_mobilenet_v3_large-2
mps-uncap,0.8,36.95397377014161,30.934667587280273,17.745923995971676
mps-uncap,0.9,88.66524696350098,52.63261795043945,77.02722549438477
mps-uncap,1.0,508.2189559936524,235.29148101806643,6234.244394302368
mps-uncap,0.5,23.53658676147461,13.760089874267578,12.247157096862793
mps-uncap,0.6,23.771095275878913,17.006158828735355,11.636018753051758
mps-uncap,0.7,33.08887481689454,23.318290710449208,12.236571311950684
mps-uncap,0.1,18.762373924255368,6.56132698059082,8.585977554321294
mps-uncap,0.2,23.83463382720947,9.219074249267576,12.02535629272461
mps-uncap,0.3,22.357630729675304,10.608386993408203,13.15152645111084
mps-uncap,0.4,22.841811180114746,11.653351783752443,12.792348861694336
