mode,load,0_densenet121-2,1_mobilenet_v2-32,2_mobilenet_v3_large-2
mps-uncap,0.8,98.28686714172363,80.19375801086426,46.7073917388916
mps-uncap,0.9,250.5044937133789,125.37431716918945,179.79073524475098
mps-uncap,1.0,790.536642074585,346.22931480407715,6944.51904296875
mps-uncap,0.5,57.64889717102051,43.642520904541016,30.7161808013916
mps-uncap,0.6,47.36065864562988,56.52928352355957,31.612873077392578
mps-uncap,0.7,84.43713188171387,75.43349266052246,39.01100158691406
mps-uncap,0.1,32.89318084716797,17.047643661499023,18.832683563232422
mps-uncap,0.2,46.13971710205078,18.054962158203125,23.191213607788086
mps-uncap,0.3,45.23611068725586,25.639057159423828,29.529333114624023
mps-uncap,0.4,46.59557342529297,32.044410705566406,27.439117431640625
