mode,load,0_densenet121-2,1_mobilenet_v2-32,2_mobilenet_v3_large-2
mps-uncap,0.8,66.06116294860843,52.8804445266724,31.614952087402308
mps-uncap,0.9,185.56571960449216,85.12577772140499,139.61917400360107
mps-uncap,1.0,722.7824974060059,317.1403503417968,6856.060590744019
mps-uncap,0.5,41.769828796386726,25.474452972412028,20.16341209411623
mps-uncap,0.6,37.70112991333008,29.406530857086175,19.35253143310547
mps-uncap,0.7,65.95825910568229,42.15787887573238,21.630365848541366
mps-uncap,0.1,31.464745998382565,11.61781311035156,13.726785182952883
mps-uncap,0.2,35.55129766464232,13.21574211120605,17.88742542266842
mps-uncap,0.3,34.768021106719985,17.519214153289788,21.083056926727295
mps-uncap,0.4,36.719775199890115,19.40194606781006,20.53356170654293
