mode,load,0_densenet121-2,1_mobilenet_v2-32,2_mobilenet_v3_large-2
mps-uncap,0.8,12.295675277709961,6.339716911315918,5.577659606933593
mps-uncap,0.9,13.114690780639648,6.207466125488281,6.131505966186523
mps-uncap,1.0,13.222765922546387,6.240367889404297,6.22408390045166
mps-uncap,0.5,13.094067573547363,6.211519241333008,6.45275115966797
mps-uncap,0.6,12.421512603759767,6.229948997497559,5.965709686279297
mps-uncap,0.7,12.636995315551758,6.307363510131836,5.433511734008789
mps-uncap,0.1,17.77026653289795,6.240367889404297,7.5057268142700195
mps-uncap,0.2,17.426371574401855,6.302499771118164,7.497310638427734
mps-uncap,0.3,16.96038246154785,6.234431266784669,7.6018571853637695
mps-uncap,0.4,14.028406143188477,6.287407875061035,7.192373275756836
