mode,load,0_alexnet-32,1_efficientnet_b5-16,2_vgg16-8
mps-uncap,0.6,41.08762741088867,95.90554237365723,31.128406524658203
mig,0.6,50.63343048095703,379.38666343688965,130.56492805480957
mps-uncap,0.7,41.49293899536133,181.51545524597168,39.98589515686035
mig,0.7,71.26951217651367,417.9244041442871,152.18758583068848
mps-uncap,0.8,66.6048526763916,164.36195373535156,51.908254623413086
mig,0.8,69.4587230682373,734.1055870056152,271.15511894226074
mps-uncap,0.9,68.49980354309082,198.7438201904297,51.067352294921875
mig,0.9,112.9000186920166,800.4698753356934,404.4506549835205
mps-uncap,1.0,260.00237464904785,378.59129905700684,71.60282135009766
mig,1.0,651.4301300048828,2185.192584991455,1229.1991710662842
mps-uncap,1.1,2613.039493560791,459.0110778808594,85.38627624511719
mig,1.1,6012.545347213745,6934.624433517456,7529.152870178223
mps-uncap,1.2,13747.091054916382,938.9445781707764,123.5055923461914
mig,1.2,13765.6888961792,16478.24788093567,13030.725717544556
mps-uncap,1.3,23959.707498550415,3057.1441650390625,100.20089149475098
mig,1.3,19010.94341278076,20532.500505447388,21114.809274673462
