mode,load,0_alexnet-32,1_efficientnet_b5-16,2_vgg16-8
mps-uncap,0.6,2.2933483123779297,15.75326919555664,5.615949630737305
mig,0.6,4.166126251220703,52.65307426452637,19.202232360839844
mps-uncap,0.7,2.282381057739258,15.827178955078125,5.614757537841797
mig,0.7,4.154443740844727,52.67953872680664,19.186735153198242
mps-uncap,0.8,2.2869110107421875,15.756368637084961,5.627155303955078
mig,0.8,4.155874252319336,52.71339416503906,19.214153289794922
mps-uncap,0.9,2.295970916748047,16.01862907409668,5.6934356689453125
mig,0.9,4.167079925537109,52.81376838684082,19.215106964111328
mps-uncap,1.0,2.3033618927001953,16.269683837890625,5.684137344360352
mig,1.0,4.204988479614258,52.858591079711914,19.283533096313477
mps-uncap,1.1,2.629518508911133,16.2503719329834,5.747556686401367
mig,1.1,4.220485687255859,53.00569534301758,19.340991973876953
mps-uncap,1.2,2.3589134216308594,17.22264289855957,7.137537002563477
mig,1.2,4.239082336425781,53.107261657714844,19.266605377197266
mps-uncap,1.3,2.658367156982422,17.011165618896484,7.197856903076172
mig,1.3,4.2629241943359375,53.15828323364258,19.324779510498047
