mode,load,0_alexnet-32,1_efficientnet_b5-16,2_vgg16-8
mps-uncap,0.6,10.06615161895752,44.72239017486572,12.568473815917969
mig,0.6,15.255403518676758,161.76149845123288,60.56866645812994
mps-uncap,0.7,11.861944198608398,60.89243888854984,14.768171310424812
mig,0.7,20.69258689880371,177.3613452911377,74.22950267791747
mps-uncap,0.8,16.981649398803714,67.360520362854,16.719818115234375
mig,0.8,25.325655937194828,360.2318763732911,116.86968803405762
mps-uncap,0.9,22.141790390014656,102.74057388305664,18.25404167175293
mig,0.9,47.64049053192138,463.676929473877,204.1912078857422
mps-uncap,1.0,89.48163986206053,150.16901493072515,24.115371704101562
mig,1.0,530.3831577301025,1670.312118530274,961.9754076004028
mps-uncap,1.1,1785.8545303344738,261.53635978698736,27.26993560791016
mig,1.1,5560.14199256897,5396.725177764893,6965.081167221069
mps-uncap,1.2,11915.730190277101,375.5589723587036,31.9058895111084
mig,1.2,12355.773091316223,14691.856312751772,12016.618967056274
mps-uncap,1.3,21627.110362052917,2537.3401641845703,33.36062431335449
mig,1.3,17233.784961700443,18122.190809249878,18976.575207710266
