mode,load,0_alexnet-32,1_efficientnet_b5-16,2_vgg16-8
mps-uncap,0.6,12.462377548217773,53.98106575012207,14.780282974243164
mig,0.6,10.425329208374023,57.69515037536621,24.384737014770508
mps-uncap,0.7,11.827707290649414,63.41290473937988,15.070915222167969
mig,0.7,13.30113410949707,61.48982048034668,26.34143829345703
mps-uncap,0.8,12.384176254272461,60.15419960021973,16.6318416595459
mig,0.8,10.185956954956055,60.53805351257324,25.383472442626953
mps-uncap,0.9,12.904644012451172,65.91296195983887,16.340017318725586
mig,0.9,19.850969314575195,62.54982948303223,32.90915489196777
mps-uncap,1.0,12.972354888916016,71.50578498840332,19.661903381347656
mig,1.0,10.636091232299805,60.90974807739258,24.65081214904785
mps-uncap,1.1,16.405582427978516,63.74692916870117,19.147872924804688
mig,1.1,19.724607467651367,64.96024131774902,28.667211532592773
mps-uncap,1.2,16.828536987304688,68.28618049621582,20.29728889465332
mig,1.2,12.027740478515625,59.38529968261719,23.68760108947754
mps-uncap,1.3,16.873598098754883,66.51878356933594,20.331144332885742
mig,1.3,13.89312744140625,63.69423866271973,22.688627243041992
