mode,load,0_alexnet-32,1_efficientnet_b5-16,2_vgg16-8
mps-uncap,0.6,4.590034484863281,25.57516098022461,7.6141357421875
mig,0.6,6.895780563354492,67.19136238098145,26.620864868164062
mps-uncap,0.7,5.0868988037109375,29.9224853515625,8.186101913452148
mig,0.7,8.370637893676758,84.75828170776367,32.872676849365234
mps-uncap,0.8,6.208539009094238,32.224178314208984,8.832931518554688
mig,0.8,10.551095008850098,129.47261333465576,45.47309875488281
mps-uncap,0.9,7.952213287353516,42.53029823303223,9.737730026245117
mig,0.9,16.026854515075684,184.68189239501953,72.17550277709961
mps-uncap,1.0,16.953468322753906,59.31353569030762,11.005878448486328
mig,1.0,170.03464698791504,672.248125076294,373.2295036315918
mps-uncap,1.1,479.80380058288574,94.51115131378174,12.038707733154297
mig,1.1,2999.456286430359,2474.7527837753296,3175.784468650818
mps-uncap,1.2,5948.392152786255,127.68232822418213,13.518571853637695
mig,1.2,7155.267715454102,7683.338046073914,6327.714443206787
mps-uncap,1.3,11461.489796638489,1624.5670318603516,15.349864959716797
mig,1.3,9856.72378540039,9911.978483200073,10470.034003257751
