mode,load,0_alexnet-32,1_efficientnet_b5-16,2_vgg16-8
mps-uncap,0.6,8.676874637603765,46.59592628479004,11.929111480712896
mig,0.6,8.495254516601547,56.2020182609558,21.775088310241703
mps-uncap,0.7,8.381946086883536,51.72573566436767,12.15781211853027
mig,0.7,8.352487087249752,56.7667293548584,21.52799367904663
mps-uncap,0.8,8.616108894348145,53.23836803436278,12.484722137451172
mig,0.8,8.236267566680906,56.330039501190186,21.553766727447506
mps-uncap,0.9,8.138723373413086,59.77858543395994,12.620115280151365
mig,0.9,8.087084293365479,56.10642433166504,21.407270431518555
mps-uncap,1.0,7.9294109344482475,63.64755392074585,12.842006683349611
mig,1.0,7.2013378143310565,56.4809513092041,21.005277633666992
mps-uncap,1.1,8.421182632446289,60.19295692443848,12.95811653137207
mig,1.1,6.623008251190197,56.010329723358154,20.59209585189819
mps-uncap,1.2,8.605828285217276,60.64927577972412,13.08636665344238
mig,1.2,6.550478935241718,56.248455047607415,20.517897605895996
mps-uncap,1.3,8.730542659759521,61.09821796417236,13.26509952545166
mig,1.3,7.129437923431378,56.50643348693848,20.97630739212037
