mode,load,0_alexnet-32,1_efficientnet_b5-16,2_vgg16-8
mps-uncap,0.6,0.011920928955078125,0.015020370483398438,0.01239776611328125
mig,0.6,0.011444091796875,0.014066696166992188,0.012636184692382812
mps-uncap,0.7,0.011205673217773438,0.014543533325195312,0.012636184692382812
mig,0.7,0.011444091796875,0.014543533325195312,0.011205673217773438
mps-uncap,0.8,0.010967254638671875,0.014066696166992188,0.012874603271484375
mig,0.8,0.010967254638671875,0.014781951904296875,0.0133514404296875
mps-uncap,0.9,0.011444091796875,0.01430511474609375,0.0133514404296875
mig,0.9,0.011920928955078125,0.01430511474609375,0.0133514404296875
mps-uncap,1.0,0.011444091796875,0.014543533325195312,0.011444091796875
mig,1.0,0.013113021850585938,0.014543533325195312,0.01430511474609375
mps-uncap,1.1,0.0133514404296875,0.01430511474609375,0.012636184692382812
mig,1.1,0.013828277587890625,0.019311904907226562,0.013828277587890625
mps-uncap,1.2,0.014543533325195312,0.014543533325195312,0.011682510375976562
mig,1.2,0.0133514404296875,0.01811981201171875,0.018358230590820312
mps-uncap,1.3,0.014066696166992188,0.017881393432617188,0.011682510375976562
mig,1.3,0.013113021850585938,0.04363059997558594,0.015497207641601562
