mode,load,0_alexnet-32,1_efficientnet_b5-16,2_vgg16-8
mps-uncap,0.6,2.337217330932617,15.821218490600586,5.631923675537109
mig,0.6,4.18543815612793,52.66857147216797,19.231081008911133
mps-uncap,0.7,2.307891845703125,16.043424606323242,5.639791488647461
mig,0.7,4.173994064331055,52.79970169067383,19.23990249633789
mps-uncap,0.8,2.3055076599121094,15.895843505859375,5.692958831787109
mig,0.8,4.181146621704102,52.7338981628418,19.232749938964844
mps-uncap,0.9,2.3183822631835938,16.4034366607666,5.710840225219727
mig,0.9,4.202365875244141,52.83856391906738,19.26136016845703
mps-uncap,1.0,2.4557113647460938,16.290903091430664,5.707263946533203
mig,1.0,4.334926605224609,52.87742614746094,19.30832862854004
mps-uncap,1.1,2.6845932006835938,23.220539093017578,5.9604644775390625
mig,1.1,4.544973373413086,53.26056480407715,19.358158111572266
mps-uncap,1.2,2.8519630432128906,25.42734146118164,7.1544647216796875
mig,1.2,4.713296890258789,53.12705039978027,19.28567886352539
mps-uncap,1.3,2.743959426879883,26.0009765625,7.214546203613281
mig,1.3,4.792451858520508,54.23378944396973,19.345760345458984
