mode,load,0_alexnet-32,1_efficientnet_b5-16,2_vgg16-8
mps-uncap,0.6,13.75439167022707,44.067051410675084,12.90063858032231
mig,0.6,22.868852615356392,226.42193078994723,76.75842761993408
mps-uncap,0.7,18.096940517425534,71.34013652801511,16.000900268554666
mig,0.7,39.86749649047844,268.05651187896746,100.85186958312987
mps-uncap,0.8,30.68309307098389,89.05916213989252,18.416280746459964
mig,0.8,36.08158349990831,583.2337188720705,185.3973031044006
mps-uncap,0.9,37.853474617004395,118.98647785186763,21.23489379882811
mig,0.9,78.23425531387332,648.1513214111328,278.03173065185547
mps-uncap,1.0,162.2999715805055,232.80904769897433,32.7664470672608
mig,1.0,601.6714191436768,2024.9061107635491,1149.864413738251
mps-uncap,1.1,2530.0082445144653,330.87343454360956,37.48607635498049
mig,1.1,5946.0535860061655,6739.305913448336,7370.805764198302
mps-uncap,1.2,13564.800224304197,691.8340206146236,47.95861244201657
mig,1.2,13634.82699394226,16241.627995967863,12794.47793006897
mps-uncap,1.3,23620.100033283234,2860.6890439987183,52.282385826110776
mig,1.3,18757.01085090637,20156.5238571167,20748.732562065125
