mode,load,0_densenet121-32,1_densenet121-32
mig,0.1,0.05161762237548828,0.05269050598144531
mig,0.2,0.05435943603515625,0.05793571472167969
mig,0.3,0.0629425048828125,0.053882598876953125
mig,0.4,0.060558319091796875,0.06031990051269531
mig,0.5,0.0680685043334961,0.06556510925292969
mig,0.6,12.043952941894531,4.631757736206055
mig,0.7,22.228002548217773,21.23570442199707
mig,0.8,26.042461395263672,40.628910064697266
mig,0.9,91.5064811706543,113.8991117477417
mig,1.0,541.242241859436,834.815502166748
