mode,load,0_densenet121-32,1_densenet121-32
mig,0.1,0.01621246337890625,0.015974044799804688
mig,0.2,0.014066696166992188,0.014781951904296875
mig,0.3,0.013828277587890625,0.0152587890625
mig,0.4,0.014066696166992188,0.012636184692382812
mig,0.5,0.013589859008789062,0.013828277587890625
mig,0.6,0.0133514404296875,0.012636184692382812
mig,0.7,0.013589859008789062,0.014066696166992188
mig,0.8,0.012636184692382812,0.011682510375976562
mig,0.9,0.013828277587890625,0.013828277587890625
mig,1.0,0.015735626220703125,0.015974044799804688
