mode,load,0_alexnet-16,1_mobilenet_v3_large-8,2_resnet18-2
mps-uncap,0.8,24.04332160949707,36.41653060913086,23.478031158447266
mps-uncap,0.9,32.25994110107422,51.682233810424805,41.47815704345703
mps-uncap,1.0,68.39108467102051,82.44824409484863,442.2173500061035
mps-uncap,0.5,8.280277252197266,29.461145401000977,15.586376190185547
mps-uncap,0.6,11.978387832641602,22.06110954284668,12.443065643310547
mps-uncap,0.7,16.1283016204834,25.831222534179688,334.54084396362305
mps-uncap,0.1,2.627134323120117,18.36395263671875,6.49571418762207
mps-uncap,0.2,4.609346389770508,29.288530349731445,9.415864944458008
mps-uncap,0.3,4.984378814697266,22.777080535888672,12.140512466430664
mps-uncap,0.4,5.573749542236328,28.906583786010742,13.654708862304688
