mode,load,0_alexnet-16,1_mobilenet_v3_large-8,2_resnet18-2
mps-uncap,0.8,1.4159679412841797,2.8417110443115234,1.110076904296875
mps-uncap,0.9,1.4238357543945312,2.820253372192383,1.131296157836914
mps-uncap,1.0,1.4317035675048828,2.8734207153320312,1.1472702026367188
mps-uncap,0.5,1.4004707336425781,2.844572067260742,1.1196136474609375
mps-uncap,0.6,1.4224052429199219,2.849102020263672,1.1324882507324219
mps-uncap,0.7,1.3942718505859375,2.834320068359375,1.1022090911865234
mps-uncap,0.1,1.4009475708007812,2.8960704803466797,1.1210441589355469
mps-uncap,0.2,1.392364501953125,2.8290748596191406,1.1219978332519531
mps-uncap,0.3,1.3995170593261719,2.8328895568847656,1.1496543884277344
mps-uncap,0.4,1.4269351959228516,2.8755664825439453,1.117706298828125
