mode,load,0_alexnet-16,1_mobilenet_v3_large-8,2_resnet18-2
mps-uncap,0.8,10.973510742187498,21.41694307327271,13.592195510864265
mps-uncap,0.9,21.790547370910637,28.48596572875974,28.345532417297346
mps-uncap,1.0,52.104017734527595,54.97943162918089,381.16294145584095
mps-uncap,0.5,3.9112138748168945,15.953767299652116,7.027995586395263
mps-uncap,0.6,6.299331188201904,13.353378772735585,7.120895385742183
mps-uncap,0.7,7.1464061737060485,15.855102539062498,8.527526855468752
mps-uncap,0.1,1.331312656402588,9.130315780639647,2.6926779747009273
mps-uncap,0.2,1.6589426994323704,11.88372373580933,4.076240062713624
mps-uncap,0.3,2.4500179290771475,15.241718292236348,5.9516024589538645
mps-uncap,0.4,3.148770332336427,16.467087268829367,7.830076217651365
