mode,load,0_alexnet-16,1_mobilenet_v3_large-8,2_resnet18-2
mps-uncap,0.8,6.571507453918457,14.17641639709473,7.831192016601564
mps-uncap,0.9,11.854553222656255,17.10212230682373,16.56174659729004
mps-uncap,1.0,31.278753280639656,32.72602558135986,281.8949222564697
mps-uncap,0.5,3.298330307006836,12.011218070983887,5.187749862670898
mps-uncap,0.6,4.359173774719238,10.13669967651367,5.141258239746095
mps-uncap,0.7,4.867792129516602,10.402965545654299,5.310344696044921
mps-uncap,0.1,1.6894340515136719,10.128498077392576,3.22568416595459
mps-uncap,0.2,2.053284645080566,12.137770652770996,4.238677024841308
mps-uncap,0.3,2.601003646850586,13.488292694091797,5.144166946411136
mps-uncap,0.4,2.9993057250976562,12.568426132202148,5.611610412597656
