mode,load,0_alexnet-16,1_mobilenet_v3_large-8,2_resnet18-2
mps-uncap,0.8,2.9633045196533203,6.829738616943359,3.084897994995117
mps-uncap,0.9,3.107786178588867,6.095170974731445,4.066705703735352
mps-uncap,1.0,3.244161605834961,5.071401596069336,3.710031509399414
mps-uncap,0.5,2.8657913208007812,8.112668991088867,3.7970542907714844
mps-uncap,0.6,2.7871131896972656,8.612871170043945,3.461122512817383
mps-uncap,0.7,3.08990478515625,7.100820541381836,331.0844898223877
mps-uncap,0.1,1.9490718841552734,8.48388671875,3.8466453552246094
mps-uncap,0.2,2.154827117919922,9.020328521728516,3.5059452056884766
mps-uncap,0.3,2.091646194458008,8.629322052001953,3.756284713745117
mps-uncap,0.4,2.8145313262939453,8.85629653930664,10.519266128540039
