mode,load,0_alexnet-16,1_mobilenet_v3_large-8,2_resnet18-2
mps-uncap,0.8,1.6765594482421875,3.6611557006835938,1.7180442810058594
mps-uncap,0.9,1.7669200897216797,3.826737403869629,2.0334720611572266
mps-uncap,1.0,1.8253326416015625,3.942728042602539,2.220630645751953
mps-uncap,0.5,1.5721321105957031,4.706859588623047,1.9040107727050781
mps-uncap,0.6,1.6417503356933594,3.9353370666503906,1.8973350524902344
mps-uncap,0.7,1.6167163848876953,3.423929214477539,1.7192363739013672
mps-uncap,0.1,1.4729499816894531,7.157802581787109,2.722024917602539
mps-uncap,0.2,1.4750957489013672,6.872057914733887,2.6836395263671875
mps-uncap,0.3,1.5153884887695312,6.578922271728516,2.6772022247314453
mps-uncap,0.4,1.5926361083984375,4.8476457595825195,2.568960189819336
