mode,load,0_alexnet-16,1_mobilenet_v3_large-8,2_resnet18-2
mps-uncap,0.8,2.016782760620117,4.9985671043396005,2.7806758880615234
mps-uncap,0.9,2.098174095153808,4.510474205017086,2.8533935546875
mps-uncap,1.0,2.116982936859131,4.446437358856201,2.8783202171325675
mps-uncap,0.5,1.9657182693481445,7.214834690093997,3.0091404914855953
mps-uncap,0.6,2.0454668998718266,6.567051410675049,2.857308387756347
mps-uncap,0.7,1.9904613494873042,5.992393493652344,2.6672506332397465
mps-uncap,0.1,1.7541742324829102,8.136539459228514,3.214113712310791
mps-uncap,0.2,1.799609661102295,7.966065406799316,3.1578564643859863
mps-uncap,0.3,1.9004344940185547,8.045935630798342,3.167417049407959
mps-uncap,0.4,1.9835710525512698,7.6701498031616255,3.1278133392333984
