mode,load,0_alexnet-16,1_mobilenet_v3_large-8,2_resnet18-2
mps-uncap,0.8,2.7805566787719727,5.749225616455078,2.8557777404785156
mps-uncap,0.9,4.260540008544922,6.748080253601074,4.935264587402344
mps-uncap,1.0,10.323643684387207,10.926961898803711,109.40039157867432
mps-uncap,0.5,1.7243623733520508,5.80751895904541,2.4067163467407227
mps-uncap,0.6,1.9440650939941406,5.052685737609863,2.3393630981445312
mps-uncap,0.7,2.0830631256103516,4.869937896728516,2.2345781326293945
mps-uncap,0.1,1.5239715576171875,7.358074188232422,2.8002262115478516
mps-uncap,0.2,1.53350830078125,7.212638854980469,2.83050537109375
mps-uncap,0.3,1.5995502471923828,7.247447967529297,2.8853416442871094
mps-uncap,0.4,1.7058849334716797,6.468534469604492,2.833843231201172
