mode,load,0_alexnet-16,1_mobilenet_v3_large-8,2_resnet18-2
mps-uncap,0.8,4.868197441101075,10.3104829788208,5.9030055999755895
mps-uncap,0.9,10.03854274749756,13.309001922607422,14.514970779418947
mps-uncap,1.0,29.418754577636722,28.75995635986329,279.77609634399414
mps-uncap,0.5,1.6720533370971689,7.243204116821288,2.9813051223754883
mps-uncap,0.6,2.6787281036376958,6.029844284057617,3.200578689575196
mps-uncap,0.7,3.203153610229492,6.688499450683597,3.513073921203613
mps-uncap,0.1,0.06198883056640625,3.4086227416992188,0.23586750030518058
mps-uncap,0.2,0.5704641342163073,5.458712577819824,1.63586139678955
mps-uncap,0.3,1.0752677917480464,7.09080696105957,2.4708271026611333
mps-uncap,0.4,1.3844966888427734,7.021284103393559,3.0896663665771458
