mode,load,0_alexnet-16,1_mobilenet_v3_large-8,2_resnet18-2
mps-uncap,0.8,1.1080503463745117,2.12252140045166,1.1196136474609375
mps-uncap,0.9,2.47955322265625,3.0688047409057617,2.944469451904297
mps-uncap,1.0,8.473753929138184,7.009267807006836,107.12647438049316
mps-uncap,0.5,0.040531158447265625,0.1983642578125,0.04029273986816406
mps-uncap,0.6,0.16510486602783203,0.25784969329833984,0.1461505889892578
mps-uncap,0.7,0.4639625549316406,0.8366107940673828,0.35452842712402344
mps-uncap,0.1,0.044345855712890625,0.05125999450683594,0.042438507080078125
mps-uncap,0.2,0.041484832763671875,0.04887580871582031,0.041604042053222656
mps-uncap,0.3,0.04267692565917969,0.04839897155761719,0.041961669921875
mps-uncap,0.4,0.04363059997558594,0.0457763671875,0.042438507080078125
